Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
UI/StoryReplay/WrongPassword,Text,,패스워드가 틀렸습니다.,Mot de passe incorrect.,パスワードが違います。,密码错误。,密碼錯誤。
UI/StoryUnlock/DestinyTitle,Text,,운명편 해금!,Chrono Ark: Fate est désormais déverrouillé !,「運命編」解禁！,命运篇解禁！,命運篇解禁！
UI/StoryUnlock/DestinyTitleSub,Text,,추가 컨텐츠 <b>운명편</b>은 메인메뉴에서 선택하여 플레이 할 수 있습니다.,Vous pouvez désormais jouer à <b>Chrono Ark: Fate</b> depuis le menu principal.,追加コンテンツ<b>「運命編」</b>はメインメニューで選択できます。,额外内容<b>命运篇</b>可在主菜单中选择并体验。,額外內容<b>命運篇</b>可在主選單中選擇並體驗。
UI/ToolTip/CharInfoOpen,Text,,캐릭터 정보창 {0},Informations du personnage {0},ステータスを確認する{0},角色信息窗口 {0},角色資訊視窗 {0}
UI/ToolTip/LucyNeck,Text,,타임 셰이드 추적 (Q),Suivre un Éclat du Temps (Q),タイムシェイド追跡(Q),追踪时光之影 (Q),追蹤時光之影 (Q)
UI/ToolTip/MapTooltip,Text,,열기/닫기 {0},Ouvrir/Fermer {0},開く・閉じる{0},打开/关闭 {0},開啟/關閉 {0}
UI/Tooltip/BMist/ArkPlusUseNum,Text,,유물 인벤토리 + {0},Inventaire des Reliques + {0},遺物インベントリー+{0},遗物栏 + {0},遺物欄 + {0}
UI/Tooltip/BMist/CantShuffle,Text,,"전투중에 덱을 보충할 경우, 이번 턴 간 더 이상 버려진 덱으로부터 덱을 보충할 수 없습니다.","Si vous reconstituez votre deck à partir de la défausse, vous ne pourrez plus le reconstituer de nouveau pendant ce tour.",戦闘中にデッキを補充する場合、このターンの間これ以上捨てられたデッキからデッキを補充できない。,在战斗中补充牌库时，本回合期间无法从弃牌库中补充牌库。,在戰鬥中補充牌庫時，本回合期間無法從棄牌庫中補充牌庫。
UI/Tooltip/BMist/CharacterSkillMin,Text,,아군 최소 스킬 보유 수 6,Au moins 6 compétences par allié.,味方全員の最小スキル数6個,友军最少技能持有数6,友軍最少技能持有數6
UI/Tooltip/BMist/CursedBattlePlus,Text,,스테이지마다 저주받은 전투 + 1,1 rencontre maudite supplémentaire par étape.,各ステージで呪われた戦闘+1,每个区域被诅咒的战斗+1,每個區域被詛咒的戰鬥+1
UI/Tooltip/BMist/GetSkillBook,Text,,스킬북 2개를 획득합니다.,Obtenez 2 Livres de compétences.,スキルブックを2個獲得する。,获得2个技能书,獲得2個技能書
UI/Tooltip/BMist/IncreaseHpAndPrice,Text,,"모든 적 체력 25% 증가
상점 판매 가격 상승","PV des ennemis +25 %. 
Les prix de la boutique augmentent.","敵全体の体力が25%アップ。
ショップの品物の値段が上がる。","所有敌人体力值增加25%
商店出售价格提升","所有敵人體力值增加25%
商店出售價格提升"
UI/Tooltip/BMist/NotDeadButDamageAll,Text,,"캐릭터가 전투불능이 되도록 피해를 받았을 경우, 전투불능 되지 않는 대신 받은 피해량만큼 다른 모든 아군에게 고통 피해를 <b>나누어</b> 입힙니다.","Chaque fois qu'un allié subit des dégâts mortels, il ne s'évanouit pas, mais les dégâts de Douleur sont <b>répartis</b> entre tous les alliés à hauteur des dégâts reçus.",キャラクターが瀕死状態でダメージを受けても戦闘不能にならないが、代わりにその分の苦痛ダメージを他の味方全員に<b>分けて</b>与える。,当角色受到可致其无法战斗的伤害时，不会陷入无法战斗状态，而是将伤害转化为痛苦伤害<b>分摊</b>给其他所有友军。,當角色受到可致其無法戰鬥的傷害時，不會陷入無法戰鬥狀態，而是將傷害轉化為痛苦傷害<b>分攤</b>給其他所有友軍。
UI/Tooltip/BMist/OverlapSkillLimit,Text,,조사단원의 같은 스킬을 3개까지 보유할 수 있게 됩니다.,Les Investigateurs ne peuvent posséder que 3 exemplaires d'une même compétence.,調査団員は同じスキルを3個まで持つことができる。,调查员可持有最多3个相同的技能。,調查員可持有最多3個相同的技能。
UI/Tooltip/BMist/PlusBMistSkill,Text,,핏빛 안개'를 덱에 추가합니다.,Ajoute « Brume de sang » au deck.,「血霧」をデッキに加える。,在牌库中加入“血色迷雾”。,在牌庫中加入「血色迷霧」。
UI/Tooltip/BMist/PlusBMistSkill_Select,Text,,4명 미만 혹은 전투 불능인 아군 한명마다 '핏빛 안개'를 덱에 1장씩 추가합니다.,Ajoute 1 « Brume de sang » au deck pour chaque allié manquant (moins de 4 au total) ou évanoui.,4人未満、もしくは戦闘不能状態の味方一人につき1個ずつ、「血霧」をデッキに追加する。,队员不足4人时每少一个队员或每有一个无法战斗的友军时，将1个“血色迷雾”加入牌库。,隊員不足4人時每少一個隊員或每有一個無法戰鬥的友軍時，將1個「血色迷霧」加入牌庫。
UI/Tooltip/BMist/SelectOption,Text,,다음 두가지 옵션중 하나를 선택합니다.,Choisissez l'une de ces deux options.,以下のオプションから1つ選択してください。,从以下两个选项中选择一个。,從以下兩個選項中選擇一個。
UI/Tooltip/BMist2,Text,,"아군 스킬 최소 보유 수 6
스테이지마다 저주받은 전투 + 1
전투중에 덱을 보충할 경우, 이번 턴 간 더 이상 버려진 덱으로부터 덱을 보충할 수 없습니다.","Les alliés doivent posséder au moins 6 compétences. 
1 rencontre maudite supplémentaire par étape. 
Si vous reconstituez votre deck à partir de la défausse, vous ne pourrez plus le reconstituer de nouveau pendant ce tour.","味方全員の最小スキル数6
各ステージで呪われた戦闘+1
戦闘中にデッキを補充する場合、このターンの間これ以上捨てられたデッキからデッキを補充できない。","友军最少技能持有数6
每个区域被诅咒的战斗+1
战斗中补充牌库时，本回合期间无法从弃牌库中补充。","友軍最少技能持有數6
每個區域被詛咒的戰鬥+1
戰鬥中補充牌庫時，本回合期間無法從棄牌庫中補充。"
UI/Tooltip/BMist3,Text,,"핏빛 안개'를 덱에 추가합니다.
아군이 빈사 상태에서 피해를 입을 때, 전투불능이 되지 않는 대신, 해당 피해에 15를 더한 값이 빈사 상태가 아닌 다른 아군에게 나누어 입힙니다.","Ajoute « Brume de sang » au deck. Chaque fois qu'un allié subit des dégâts aux Portes de la mort, il ne s'évanouit pas. 
À la place, ajoutez 15 à ces dégâts puis répartissez-les entre tous les alliés qui ne sont pas aux Portes de la mort.","「血霧」をデッキに追加する。
瀕死状態の味方がダメージを受けると、戦闘不能にはならず、そのダメージに15を加えた値が瀕死状態ではない他の味方に分配される。","将“血色迷雾”加入牌库。
当友军在濒死状态下受到伤害时，不会进入无法战斗状态，但是会在该伤害基础上增加15点伤害后，分摊给非濒死状态的其他友军。","將「血色迷霧」加入牌庫。
當友軍在瀕死狀態下受到傷害時，不會進入無法戰鬥狀態，但會在該傷害基礎上增加15點傷害後，分攤給非瀕死狀態的其他友軍。"
UI/Tooltip/BMist4,Text,,하얀 무덤에서 보스를 처치하면 하나의 보스가 더 출현합니다.,"Après avoir vaincu le boss du Cimetière Blanc, un second boss apparaît.",白い墓地でボスを倒すと、さらにボスがもう1体出現する。,在白色墓地中击杀BOSS后，会再出现一个BOSS。,在白色墓地擊殺BOSS後，會再出現一個BOSS。
UI/Tooltip/BMist_BMist_Lv4Unlock,Text,,혈무' 4단계가 해금되었습니다.,Le niveau 4 de « Brume de sang » a été déverrouillé.,「血霧」レベル4が解禁されました。,“血雾”4阶段解禁。,「血霧」4階段解禁。
UI/Tooltip/BMist_DEffect_0,Text,,유물 인벤토리 +1 증가,Inventaire des Reliques +1,遺物インベントリー+1,遗物栏+1,遺物欄+1
UI/Tooltip/BMist_DEffect_1,Text,,이번 스테이지의 보스를 처치하면 유물 주머니 1개를 추가로 얻습니다.,"Si vous vainquez le boss de cette étape, obtenez 1 Sac de reliques.",このステージのボスを倒すと遺物袋を1個追加獲得します。,击杀当前区域的BOSS可获得1个遗物袋。,擊殺目前區域的BOSS可獲得1個遺物袋。
UI/Tooltip/BMist_DEffect_2,Text,,"이번 스테이지의 보스를 처치하면 유물 주머니 , 신비한 스킬북 1개를 추가로 얻습니다.","Si vous vainquez le boss de cette étape, obtenez 1 Sac de reliques et un Livre de compétences mystérieux.",このステージのボスを倒すと遺物袋、神秘のスキルブックを1個追加獲得します。,击杀当前区域的BOSS可获得1个遗物袋和1个神秘的技能书。,擊殺目前區域的BOSS可獲得1個遺物袋和1個神秘的技能書。
UI/Tooltip/BMist_Lv4Locked,Text,,"혈무 4단계를 해금하려면, 혈무 3단계 상태에서 하얀무덤의 보스를 처치하세요.","Pour déverrouiller le niveau 4 de Brume de sang, vainquez le boss du Cimetière Blanc avec Brume de sang au niveau 3.",血霧レベル4は、血霧レベル3の状態で白い墓地のボスを倒すことで解禁されます。,若想解禁血雾4阶段，请在血雾3阶段击杀白色墓地的BOSS。,若想解禁血霧4階段，請在血霧3階段殺死白色墓地的BOSS。
UI/Tooltip/BMist_Unlock,Text,,"이제부터 '혈무'에 도전 할 수 있습니다.
혈무는 진행중인 게임의 캠프 파이어에서 도전할 수 있으며, 난이도를 높혀서 회차를 진행 할 수 있습니다.
*혈무는 희망모드에서 플레이 할 수 없습니다.","Vous pouvez désormais relever le défi du jeu avec « Blood Mist ».
« Blood Mist » peut être activé à chaque feu de camp, ce qui augmentera la difficulté de votre partie.
*« Blood Mist » ne peut pas être utilisé en mode Hope.","これから「血霧」に挑戦できます。
キャンプファイヤーで血霧のレベルを上げ、より高難易度の周回に挑戦することができます。
*血霧は「希望モード」ではプレイできません。","从现在开始可以挑战“血雾”。
血雾可以在游戏内的营地挑战，且可以选择提升难度。
*无法在希望模式挑战血雾。","從現在開始可以挑戰「血霧」。
血霧可以在遊戲內的營地挑戰，並且可以選擇提升難度。
*無法在希望模式挑戰血霧。"
UI/Tooltip/CampItemUse,Text,,캠프파이어에서 아이템을 굽거나 태웁니다.,Faites cuire ou brûlez un objet sur le feu de camp.,キャンプファイヤーでアイテムを燃やしたり焼いたりできます。,使用营火烤或者烧道具。,使用營火烤或燒道具。
UI/Tooltip/CampPartyAdd,Text,,조사단원을 영입할 수 있습니다.,Vous pouvez recruter un nouvel enquêteur.,新しい調査団員を選べます。,可以招募队员。,可以招募隊員。
UI/Tooltip/CasualIcon,Text,,"<b>캐주얼 난이도</b>
크래딧 획득량이 줄어듭니다.","<b>Difficulté Décontractée</b>
Les Crédits sont obtenus en quantité nettement réduite.","<b>カジュアル</b>
 <color=red>クレジットの獲得量が減少します。</color>","<b>休闲难度</b>
  获得的信用点数减少。","<b>休閒難度</b>
  獲得的信用點數減少。"
UI/Tooltip/CrimsonIcon,Text,,"<b>붉은 황야</b>
기본 스킬을 뽑을 경우, 그 스킬을 제외시키고 다른 전용 스킬을 선택하여 손으로 가져옵니다.
전투 종료시, 모든 아군의 전투불능을 해제하고, 체력을 25% 회복합니다.","<b>Étendue Pourpre</b>
Si vous piochez une compétence de base, excluez-la et choisissez une compétence de classe à ajouter à votre main.
Après le combat, tous les alliés sont ressuscités et récupèrent 25 % de leurs PV.","<b>赤い荒野</b>
基本スキルを引く時、そのスキルを除外して新しい専用スキルを選択し、手札に加える。
戦闘終了時、味方全員の戦闘不能を解除し、体力を25%回復する。","<b>红色荒野</b>
  抽到基础技能时，放逐该技能并选择其它专属技能拿到手中。
  战斗结束时，解除所有友军的无法战斗状态，恢复25%的体力值。","<b>紅色荒野</b>
  抽到基礎技能時，放逐該技能並選擇其它專屬技能拿到手中。
  戰鬥結束時，解除所有友軍的無法戰鬥狀態，恢復25%的體力值。"
UI/Tooltip/ExpertIcon,Text,,"<b>숙련 난이도</b>
- 보스 클리어 시 얻는 크래딧이 증가합니다.
- 일부 보스 패턴이 추가됩니다.
- 저주받은 몬스터가 출현합니다.
- 적중률 상한이 98%로 제한됩니다.
- 루시의 목걸이를 충전할 수 없습니다.
- 숙련 난이도 보정이 생겨 클리어가 더 어려워집니다.","<b>Difficulté Expert</b>
- Obtenez des Crédits supplémentaires après avoir vaincu un boss.
- Les boss disposent de schémas d'attaque supplémentaires.
- Des monstres maudits apparaissent.
- La Précision maximale est limitée à 98 %.
- Le collier de Lucy ne peut plus être rechargé.
- Des ajustements cachés sont appliqués, rendant le jeu plus difficile à terminer.","<b>ハード</b>
 - ボス撃破時に獲得できるクレジットが増加します。
 - ボスの行動パターンが追加されます。
 - 呪われたモンスターが出現します。
 - 命中率の上限が98％になります。
 - ルシーのネックレスをチャージできません。
 - 難易度補正によりクリアが難しくなります。","<b>熟练难度</b>
  - 击杀BOSS时获得的信用点增加。
  - 增加部分BOSS机制。
  - 出现被诅咒的怪物。
  - 命中率上限限定为98%。
  - 无法充能露西的项链。
  - 由于对熟练难度的修正会更难通关。","<b>熟練難度</b>
- 擊殺BOSS時所獲得的信用點增加。
- 增加部分BOSS機制。
- 出現被詛咒的怪物。
- 命中率上限限定為98%。
- 無法充能露西的項鍊。
- 通關難度更高。"
