Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw],
Skill/S_Azar_7_Description,Text,,"비용이 0인 스킬을 모두 버리고, 버린 스킬 수 + 1만큼 덱에서 스킬을 뽑습니다.
뽑은 스킬은 비용 0, 신속을 부여합니다.
같은 환상 스킬은 비용이 감소하지 않습니다.","Défausse toutes les compétences coûtant 0 de votre main et piochez un nombre de compétences égal au nombre défaussé + 1. 
Ces compétences coûtent 0 et gagnent Célérité. Fantaisie ne peut pas réduire le coût d'une autre Fantaisie.","コスト0のスキルを全て捨て、捨てたスキル+1の数だけデッキからスキルを引く。
引いたスキルにコスト0、迅速を与える。
このスキルの効果で「幻想」スキルのコストは減らせない。","丢弃所有费用为0的技能，并抽取（丢弃的技能数+1）个技能。
抽取的技能费用变为0，且附带迅速。
若抽取的技能为幻象，则不会使其费用变为0。","丟棄所有費用為0的技能，並抽取（丟棄的技能數+1）個技能。
抽取的技能費用變為0，且附帶迅速。
若抽取的技能為幻象，則不會使其費用變為0。",
Skill/S_Azar_7_Name,Text,,환상,Fantaisie,幻想,幻象,幻象,
Skill/S_Azar_8_LucyDraw_Description,Text,,"스킬을 2개 뽑고, 뽑은 스킬에 환영검 버프를 부여합니다.
아자르가 전투 불능 상태라면, 환영검 버프를 부여하지 않습니다.","Piochez 2 compétences et appliquez-leur l'amélioration Épée Illusoire. 
Si Azar est K.O., l'amélioration ne sera pas appliquée.","スキルを2個引き、幻影の刃効果を与える。
アザールが戦闘不能である場合、幻影の刃効果を与えない。","抽取2个技能，并给抽取的技能添加幻影剑增益。
若阿扎尔处于无法战斗的状态，则不添加幻影剑增益。","抽取2個技能。若阿札爾仍可以戰鬥，為這些技能加入幻影劍增益。
",
Skill/S_Azar_8_LucyDraw_Name,Text,,환영검 분열,Illusion Fracturée,幻影の刃分裂,幻影分裂,幻影分裂,
Skill/S_Azar_9_Description,Text,,내 손에 있는 모든 스킬에 환영검 버프를 부여합니다.,Applique une amélioration Épée Illusoire à toutes les compétences de votre main.,手札の全スキルに幻影の刃効果を与える。,为手中所有的技能赋予幻影剑增益。,為手中所有的技能賦予幻影劍增益。,
Skill/S_Azar_9_Name,Text,,무한의 검,Épée de l'Infini,無限の刃,无限之剑,無限劍,
Skill/S_Azar_P_0_Name,Text,,환영검,Épée Illusoire,幻影の刃,幻影剑,幻影劍,
Skill/S_Ballon_1_Name,Text,,기절,Étourdi,スタン,眩晕,眩暈,
Skill/S_BlackJack_CheckDeck_Description,Text,,"덱에 남아있는 스킬을 기억해냅니다.
(순서는 무작위로 표기)",Mémorise les compétences restantes dans le deck. (L'ordre est affiché aléatoirement),"デッキに残されているスキルを思い出す。
(順番はランダム)","记起牌库中剩余的所有技能。
（顺序随机）","記起牌庫中剩餘的所有技能。
（順序隨機）",
Skill/S_BlackJack_CheckDeck_Name,Text,,카드 카운팅,Comptage des Cartes,カードカウンティング,记牌,記牌,
Skill/S_BlackJack_Hit_Description,Text,,"스킬을 뽑습니다.
마나를 1 회복합니다.
루시의 과부하를 모두 제거합니다.
2회 히트할 경우, 더 이상 '레이즈'하지 못합니다.
4회 히트할 경우, 더 이상 마나를 회복할 수 없습니다.

현재 히트한 횟수 : &a","Piochez 1 compétence. 
Restaurez 1 Mana. 

Retire toute la Surcharge de Lucy. 
Après avoir utilisé 2 mises, vous ne pouvez plus utiliser « Relancer ». 
Après avoir utilisé 4 mises, cette compétence ne peut plus restaurer de Mana. Mises actuelles : &a","スキルを引く。
マナを1回復する。
ルシーのオーバーチャージを解除する。
2回ヒットするとそれ以上「レイズ」できない。
4回ヒットするとそれ以上マナを回復できない。

現在&aヒット","抽取技能。
恢复1点法力值。
解除露西的所有过载。
拿牌2次后，无法再加注。
拿牌4次后，无法再恢复法力值。

当前拿牌数：&a","抽取技能。
恢復1點法力值。
解除露西的所有過載。
拿牌2次後，無法再 加注。
拿牌4次後，無法再恢復法力值。

目前拿牌數：&a",
Skill/S_BlackJack_Hit_Name,Text,,히트,Mise,ヒット,拿牌,拿牌,
Skill/S_BlackJack_Raise_Description,Text,,"판돈을 500골드 올립니다. (최대 1500골드)
승리시 판돈의 2배를 얻습니다.","Misez 500 pièces d'or. (Maximum 1500) 
Si vous gagnez, obtenez 2 fois la quantité d'or misée.","賭け金を500ゴールド上げる。(最大1500ゴールド) 
勝利すると賭け金の2倍を得る。 ","将赌注增加至500金币。（最高1500金币）
胜利时获得赌注的2倍。","將賭注增加至500金幣。 （最高1500金幣）
勝利時獲得賭注的2倍。",
Skill/S_BlackJack_Raise_Name,Text,,레이즈,Relancer,レイズ,加注,加注,
Skill/S_BlackJack_Stand_Description,Text,,손에 있는 모든 스킬의 비용을 갬블 배틀의 점수로써 사용합니다.,Utilise le coût de chaque compétence dans votre main comme points pour le Duel de Pari. Lance le Duel de Pari avec votre score actuel.,手札の全スキルのコストをギャンブルバトルで使用する。,将手中的所有技能的费用作为赌神对决的分数使用。,將手中的所有技能的費用作為賭神對決的分數使用。,
Skill/S_BlackJack_Stand_Name,Text,,스탠드,Rester,スタンド,停牌,停牌,
Skill/S_Blade_0_Name,Text,,붉은 가시,Ronces Écarlates,赤いトゲ,红刺,紅刺,
Skill/S_Blade_1_Name,Text,,붉은 가시 반격,Contre des Ronces Écarlates,赤いトゲ反撃,红刺反击,紅刺反擊,
Skill/S_Blade_2_Name,Text,,진홍 베기,Entaille Écarlate,真紅切り,绯红斩,緋紅斬,
Skill/S_Blade_3_Name,Text,,인내,Patience,忍耐,忍耐,忍耐,
Skill/S_BlankCard_Description,Text,,손에서 4번째 위치한 스킬의 비용을 0이 되도록 합니다.,Réduit à 0 le coût de la 4e compétence dans votre main.,手札4番目のスキルのコストが0になる。,将手中的第4个技能费用变成0。,將手中的第4個技能費用變成0。,
Skill/S_BlankCard_Name,Text,,4번째 카드,4e Carte,4番目のカード,第4张卡片,第4張卡片,
Skill/S_BloodyMist3_0_Description,Text,,"아군이 빈사 상태에서 피해를 입을 때, 전투불능이 되지 않는 대신, 해당 피해에 15를 더한 값이 빈사 상태가 아닌 다른 아군에게 나누어 입힙니다.","Chaque fois qu'un allié subit des dégâts aux Portes de la Mort, il n'est pas mis K.O. À la place, ajoute 15 à ces dégâts et les répartit entre tous les alliés qui ne sont pas aux Portes de la Mort.",瀕死状態の味方がダメージを受けると、戦闘不能にはならず、そのダメージに15を加えた値が瀕死状態ではない他の味方に分配される。,当友军在濒死状态下受到伤害时，不会进入无法战斗状态，但是会在该伤害基础上增加15点伤害后，分摊给非濒死状态的其他友军。,當友軍在瀕死狀態下受到傷害時，不會進入無法戰鬥狀態，但會在該傷害基礎上增加15點傷害後，分攤給非瀕死狀態的其他友軍。,
Skill/S_BloodyMist3_0_Name,Text,,피해 분담,Partage de la Douleur,被害分担,分担伤害,分擔傷害,
Skill/S_BloodyMist3_1_Description,Text,,"전투중에 아군이 전투불능 될 떄 그 전투에서 덱에 ""핏빛 안개""를 한 개 추가합니다.
파티원이 4명 미만이거나, 전투불능 된 상태의 아군이 있는 상태로 전투 시작시 그 수 만큼 덱에 '핏빛 안개'를 추가합니다.","Chaque fois qu'un allié est mis K.O. en combat, ajoute 1 « Brume de Sang » au deck. S'il y a moins de 4 membres dans l'équipe, ou si vous entrez en combat avec des alliés K.O., ajoute 1 « Brume de Sang » au deck pour chaque membre manquant.","戦闘中に味方が戦闘不能になる度、その戦闘の間だけデッキに「血霧」を1個加える。
パーティーメンバーが4人未満か、戦闘不能状態のメンバーがいる時に戦闘を開始するとその分デッキに「血霧」を加える。","当战斗中的友军变成无法战斗状态时，在牌库中加入一张“血色迷雾”。
战斗开始时，若队员不足4人或有无法战斗的友军，则根据其人数加入相等数量的“血色迷雾”。","當戰鬥中的友軍變成無法戰鬥狀態時，在牌庫中加入一張「血色迷霧」。
戰鬥開始時，若隊員不足4人或有無法戰鬥的友軍，則根據其人數加入相等數量的「血色迷霧」。",
Skill/S_BloodyMist3_1_Name,Text,,고통 중첩,Douleur Accumulée,苦痛重複,痛苦叠加,痛苦疊加,
Skill/S_Bodyguard_1_Description,Text,,아무 행동도 하지 않습니다.,Ne fait rien.,行動できない。,不采取任何行动。,不採取任何行動。,
Skill/S_Bodyguard_1_Name,Text,,사용 안 함,Inactif,使用しない,不使用,不使用,
Skill/S_Bodyguard_Description,Text,,&name 대신 &myname가 공격을 받아줍니다.,&myname est attaqué à la place de &name.,&nameの代わりに&mynameが攻撃を受ける。,&myname代替&name受到攻击。,&myname代替&name受到攻擊。,
Skill/S_Bodyguard_Name,Text,,보디가드 넥타이,Cravate du Garde du Corps,ボディーガードネクタイ,护卫领带,護衛領帶,
Skill/S_BombClown_0_Name,Text,,휘파람 소리,Sifflet,口笛,口哨声,口哨聲,
Skill/S_BombClown_1_Name,Text,,조금 뜨겁습니다!,Un peu chaud !,少し熱いです！,有点烫哦！,有點燙哦！,
Skill/S_BombClown_B_0_Description,Text,,"<b>사용 불가</b>
이 스킬이 내 손에 가장 위에있으면, 폭발하여 15 피해를 입은 뒤 스킬 한개를 뽑고 폭탄을 손으로 다시 가져옵니다.
만약 사용하거나 버려지면 피해를 받지 않습니다.","Ne peut pas être jouée Si cette compétence est la plus haute dans votre main, elle explose et vous inflige 15 dégâts. 
Piochez une compétence et ajoutez de nouveau la Bombe à votre main. 

Vous ne subirez pas de dégâts si elle est jouée ou défaussée.","<b>使用不可</b>
このスキルが手札の一番上にある場合に爆発し、15ダメージを受ける。その後、スキルを1個引いて「時限爆弾」を再び手札に加える。
このスキルを使用するか、捨てるとダメージを受けない。","<b>无法使用</b>
 当此技能在手中的最上面时，受到15点爆炸伤害，同时抽取一个技能，并将炸弹再次拿到手中。
 使用或丢弃时不会受到伤害。","<b>無法使用</b>
 當此技能在手中的最上方時，受到 15 點爆炸傷害，同時抽取一個技能，並將炸彈再次拿到手中。
 使用或丟棄時不會受到傷害。",
Skill/S_BombClown_B_0_Name,Text,,시한 폭탄,Bombe à Retardement,時限爆弾,定时炸弹,定時炸彈,
Skill/S_BombClown_B_1_Description,Text,,스킬을 뽑고 폭탄을 다시 손으로 가져옵니다.,Piochez une compétence et ajoutez de nouveau la Bombe à votre main.,スキルを引いて、再び爆弾を手札に加える。,抽取技能，并将炸弹再次拿到手中。,抽取技能，並將炸彈再次拿到手中。,
Skill/S_BombClown_B_1_Name,Text,,폭탄 폭발!,Explosion de Bombe !,爆発！,炸弹爆炸！,炸彈爆炸！,
Skill/S_BombClown_DropSkill_Description,Text,,"시전 시 덱에 가장 위에 있는 스킬의 비용이 몇인지 예측합니다.
이때, 0,1,2,3+ 총 4가지 선택지가 주어집니다.
선택했다면 덱에서 가장 위에 있는 스킬을 확인하고 예측한 숫자와 비용이 맞는지 결과를 확인합니다.
예측에 성공했다면 스킬을 1개 뽑은 후 덱을 섞고 이 스킬을 한 번 더 시전합니다.
덱에 스킬이 더 이상 없다면 반복하지 않습니다.","Lorsqu'elle est lancée, prédisez le coût de la compétence située au sommet du deck. 4 choix sont proposés : 
0, 1, 2 ou 3+. Une fois le choix effectué, vérifiez la compétence au sommet du deck et comparez-la à votre prédiction. 

Si votre prédiction était correcte, piochez une compétence, mélangez le deck et relancez cette compétence. 
(S'arrête de se relancer lorsqu'il n'y a plus de compétences dans le deck.)","このスキルを使用すると、デッキの一番上のスキルのコストを予測する。
0，1，2，3+の4個の選択肢から1個を選択する。
その後、デッキの一番上のスキルを確認して結果を確認する。
予測に成功したらスキルを1個引いてデッキをシャッフルし、このスキルをもう一度発動させる。
デッキにスキルがない場合、繰り返さない。","释放时，重洗抽牌库后预测抽牌库中最上面的技能费用。
此时，有0,1,2,3+共4个选项。
选择后查看牌库中最上面的技能，确认技能费用是否和预测的数字一致。
如果预测成功，则抽取1个技能并再次释放本技能。
若抽牌库中没有技能则不再次释放。","釋放時，重洗抽牌庫後預測抽牌庫中最上面的技能費用。
此時，有0,1,2,3+共4個選項。
選擇後查看牌庫中最上面的技能，確認技能費用是否和預測的數字一致。
如果預測成功，則抽取1個技能並再次釋放本技能。
若抽牌庫中沒有技能則不再次釋放。",
Skill/S_BombClown_DropSkill_Name,Text,,폭탄 받으시죠!,Largage de Bombes !,爆弾ですよ！,接炸弹吧！,接炸彈吧！,
Skill/S_BombClown_DropSkill_Sel_0_Description,Text,,덱에 가장 위에 있는 스킬의 비용은 0이다!,La compétence au sommet du deck coûte 0 !,一番上のスキルのコストは0だ！,牌库中最上面的技能费用为0！,牌庫中最上面的技能費用為0！,
Skill/S_BombClown_DropSkill_Sel_0_Name,Text,,0,0,0,0,0,
Skill/S_BombClown_DropSkill_Sel_1_Description,Text,,덱에 가장 위에 있는 스킬의 비용은 1이다!,La compétence au sommet du deck coûte 1 !,一番上のスキルのコストは1だ！,牌库中最上面的技能费用为1！,牌庫中最上面的技能費用為1！,
Skill/S_BombClown_DropSkill_Sel_1_Name,Text,,1,1,1,1,1,
Skill/S_BombClown_DropSkill_Sel_2_Description,Text,,덱에 가장 위에 있는 스킬의 비용은 2다!,La compétence au sommet du deck coûte 2 !,一番上のスキルのコストは2だ！,牌库中最上面的技能费用为2！,牌庫中最上面的技能費用為2！,
Skill/S_BombClown_DropSkill_Sel_2_Name,Text,,2,2,2,2,2,
Skill/S_BombClown_DropSkill_Sel_3plus_Description,Text,,덱에 가장 위에 있는 스킬의 비용은 3 이상이다!,La compétence au sommet du deck coûte 3 ou plus !,一番上のスキルのコストは3以上だ！,牌库中最上面的技能费用为3+！,牌庫中最上面的技能費用為3+！,
Skill/S_BombClown_DropSkill_Sel_3plus_Name,Text,,3+,3+,3+,3+,3+,
Skill/S_BombClown_P_Description,Text,,"이 스킬의 비용과 같은 비용의 스킬이 손에 있다면, 그 수 만큼 무작위 적에게 반복하여 &a 피해를 입힙니다.","Pour chaque compétence dans votre main ayant le même coût que cette compétence, inflige &a dégâts à une cible aléatoire.",このスキルと同じコストのスキルが手札にある場合、その数だけランダムな敵に&aダメージを与える。,若手中有与此技能的费用相同的技能，根据技能数量，对随机敌人重复造成 &a 点伤害。,若手中有與此技能的費用相同的技能，根據技能數量，對隨機敵人重複造成 &a 點傷害。,
Skill/S_BombClown_P_Name,Text,,폭탄 받으시죠!,Largage de Bombes !,爆弾ですよ！,接炸弹吧！,接炸彈吧！,
Skill/S_BoomBalloon_0_Name,Text,,부풀기,Extension,膨らむ,膨胀,膨脹,
Skill/S_BoomBalloon_1_Name,Text,,폭발,Explosion,爆発,爆炸,霹靂,
Skill/S_Boss_Reaper_0_Name,Text,,사형 선고,Sentence de Mort,死の宣告,死刑宣判,死刑宣判,
Skill/S_Boss_Reaper_0_PlusHit_Name,Text,,수확,Récolte,収穫,收割,收割,
Skill/S_Boss_Reaper_1_Name,Text,,숨통 끊기,Coupe-Souffle,息止め,追魂断命,追魂斷命,
Skill/S_Boss_Reaper_2_Name,Text,,낫 가르기,Faux de la Mort,死神の鎌,索命镰刀,索取鐮刀,
Skill/S_Boss_Reaper_3_Name,Text,,사신의 부름,Appel du Faucheur,死神の呼び声,死神的召唤,死神的召喚,
Skill/S_Boss_TheLight_Cross_0_Name,Text,,움직이는 십자가,Croix Mobile,動く十字架,移动的十字架,移動的十字架,
Skill/S_Bread_Description,Text,,모든 아군의 체력을 20% 회복한다.,Soigne tous les alliés de 20 %.,パーティーメンバー全員の体力を20％回復させる。,恢复所有友军20%的体力值。,恢復所有友軍20%的體力值。,
